api8,gas_mcf_d,oil_bbl_d
38341113,4.48,21.38
38341114,611.98,34.63
38341115,187.68,18.25
38341116,737.41,43.12
38340882,0.0,0.0
38341110,386.84,37.13
38341191,560.03,21.57
38341192,159.32,9.6
38341193,107.47,3.89
38341194,121.04,60.14
38341173,74.0,96.45
38341174,466.91,41.3
38341190,194.05,28.93
38341175,88.41,43.75
38341176,25.26,4.15
38341177,110.13,26.52
38341178,5.55,5.88
38341179,168.82,17.82
38341181,363.68,24.81
38341182,199.35,17.03
38341183,0.0,11.97
38341184,324.9,66.95
38341146,633.42,15.21
38341147,696.24,14.79
38341143,626.68,41.92
38341144,713.15,14.74
38341141,1234.51,27.46
38341142,1234.51,27.46
38341119,216.75,28.46
38341139,1336.94,20.18
38341145,1336.94,20.18
38341164,254.4,39.64
38341163,552.7,38.26
38341165,333.05,35.85
38341166,189.4,19.89
38341168,170.81,25.0
38341216,784.37,44.15
38341217,145.77,20.63
38341218,14.2,5.69
38341219,428.28,39.76
38341220,468.36,25.08
38341221,595.32,37.09
38341223,500.77,22.43
38341224,111.05,12.02
38341225,583.93,40.3
38341222,22.85,13.49
38341167,442.08,52.76
38341104,543.12,86.47
38341105,543.12,86.47
38341138,370.54,16.11
38341137,1648.05,1.86
38341135,1648.05,1.86
38341133,1648.05,1.86
38341136,1648.05,1.86
38341134,1648.05,1.86
38341185,219.42,30.44
38341140,774.84,30.58
38341186,210.44,34.81
38341187,478.39,29.21
38341251,463.71,30.47
38341253,479.7,21.53
38341254,321.93,24.05
38341250,348.12,19.64
38341252,374.22,17.7
38341188,0.0,0.0
38341280,30.19,12.23
38341281,320.96,44.9
38341295,401.96,27.71
38341294,521.78,25.91
38341293,777.76,37.58
38341292,675.55,44.58
38341260,33.38,15.99
38341261,244.7,29.4
38341266,367.34,36.58
38341282,359.41,43.56
38341262,75.21,25.51
38341264,404.24,33.96
38341265,98.08,19.35
38341267,664.36,137.1
38341585,664.36,137.1
38341263,232.49,24.76
38341283,374.92,86.06
38341208,223.65,63.93
38341209,146.37,35.52
38341210,204.79,42.19
38341211,175.29,29.63
38341212,157.07,28.79
38341198,512.62,48.49
38341199,134.74,18.08
38341200,620.49,39.23
38341201,265.7,20.94
38341203,526.53,43.85
38341202,539.82,32.09
38341256,330.98,64.9
38341255,671.61,43.81
38341257,741.26,42.96
38341258,178.75,47.9
38341259,415.84,21.77
38341268,0.0,0.0
38341279,152.56,32.43
38341311,607.65,47.17
38341399,0.0,0.0
38341313,616.85,92.77
38341312,616.85,92.77
38341314,491.65,57.71
38341315,751.7,94.12
38341226,195.13,36.2
38341227,161.74,26.88
38341228,209.26,20.02
38341229,425.21,34.21
38341308,1026.2,94.14
38341307,1026.2,94.14
38341309,574.74,53.98
38341310,52.48,10.88
38341305,627.47,72.47
38341306,112.23,26.95
38341230,243.57,26.71
38341231,0.0,0.0
38341233,374.66,49.25
38341232,368.23,28.35
38341316,159.72,52.13
38341370,122.08,45.43
38341343,341.78,78.8
38341344,321.79,114.02
38341346,377.12,90.5
38341347,9.28,36.3
38341373,624.62,13.91
38341374,690.18,49.82
38341376,357.48,72.78
38341377,357.57,41.44
38341378,276.23,77.01
38341368,229.08,21.93
38341369,717.84,40.64
38341298,246.3,47.46
38341345,44.52,14.17
38341348,283.75,67.2
38341366,195.64,47.75
38341367,447.12,26.32
38341371,229.08,21.93
38341372,425.59,20.8
38341375,355.41,20.63
38341275,307.06,40.92
38341276,338.84,64.58
38341269,341.73,46.59
38340739,5501.39,1002.68
38340740,5501.39,1002.68
38341898,5501.39,1002.68
38341899,5501.39,1002.68
38341900,5501.39,1002.68
38341901,5501.39,1002.68
38341547,5501.39,1002.68
38341548,5501.39,1002.68
38341549,5501.39,1002.68
38341550,5501.39,1002.68
38341551,5501.39,1002.68
38341726,5501.39,1002.68
38341546,5501.39,1002.68
38340741,150.31,46.6
38341242,158.09,65.86
38341414,742.81,24.02
38341415,535.85,90.63
38341410,535.85,90.63
38341412,756.05,42.62
38341413,756.05,42.62
38341411,290.11,16.2
38341408,1128.62,56.78
38341406,1128.62,56.78
38341407,658.29,21.66
38341297,0.0,0.0
38341274,279.11,53.64
38341332,368.57,48.84
38341404,1273.15,71.88
38341403,1273.15,71.88
38341423,1513.09,97.06
38341422,1513.09,97.06
38341420,1605.06,87.26
38341419,1605.06,87.26
38341421,912.03,37.16
38341405,671.45,24.51
38341424,676.15,59.48
38341349,346.31,67.24
38341235,1063.88,35.92
38341236,1063.88,35.92
38341237,848.05,21.92
38341239,1611.05,32.81
38341238,1611.05,32.81
38341350,240.48,58.02
38341214,320.57,63.35
38341240,751.6,8.28
38341245,1484.22,31.97
38341246,1484.22,31.97
38341247,951.04,23.64
38341213,278.48,76.32
38341159,946.01,38.87
38341244,611.97,27.2
38341158,973.27,14.76
38341341,441.0,80.77
38341342,449.49,77.51
38341333,415.27,47.98
38341334,487.91,55.52
38339960,695.56,84.4
38341249,731.08,12.36
38341326,0.0,0.0
38341327,0.0,0.0
38341328,0.0,0.0
38341329,0.0,0.0
38341330,0.0,0.0
38341331,0.0,0.0
38339963,232.45,53.16
38341396,553.49,44.27
38341499,578.72,95.68
38341500,712.26,205.91
38341501,135.69,22.02
38341489,808.14,68.27
38341492,985.78,51.01
38341495,1225.68,88.17
38341494,1225.68,88.17
38341397,561.63,40.65
38341398,788.92,36.06
38341485,0.0,0.0
38341486,0.0,0.0
38341487,506.97,107.91
38341491,1408.25,94.42
38341490,1408.25,94.42
38339961,736.87,96.11
38341162,756.37,65.91
38341504,1089.41,107.8
38341503,1089.41,107.8
38341513,1072.18,104.74
38341512,1072.18,104.74
38341502,902.92,62.76
38341215,470.96,83.13
38341437,305.51,97.93
38341389,827.18,37.48
38341388,798.98,45.94
38341505,861.88,50.83
38341477,338.38,39.24
38341438,431.71,44.18
38341439,849.78,105.25
38341586,849.78,105.25
38341448,559.02,51.57
38341587,915.02,119.75
38341450,915.02,119.75
38341449,246.58,31.17
38341508,1293.83,173.14
38341507,1293.83,173.14
38341509,429.35,96.32
38341511,337.91,138.47
38341510,337.91,138.47
38341475,384.58,36.46
38341318,454.59,60.38
38341317,637.67,34.18
38341320,760.58,54.68
38341319,760.58,54.68
38341321,481.32,50.16
38341474,349.68,54.34
38341473,749.9,106.27
38341647,535.54,89.93
38341646,535.54,89.93
38341648,355.69,35.03
38341650,667.81,90.63
38341649,667.81,90.63
38341300,555.92,36.84
38341301,640.8,35.39
38341480,903.75,103.7
38341479,903.75,103.7
38341481,625.64,50.77
38341484,588.71,65.96
38341645,233.89,53.62
38341303,604.82,36.49
38341453,30.77,63.38
38341457,232.73,81.76
38341459,655.23,86.79
38341426,1190.08,72.23
38341425,1190.08,72.23
38341427,831.95,36.93
38341429,1522.04,84.65
38341428,1522.04,84.65
38341430,402.3,18.51
38341542,99.43,63.18
38341544,109.06,51.15
38341545,139.52,67.4
38341506,1148.78,67.87
38341543,249.99,89.08
38341483,859.11,85.35
38341482,859.11,85.35
38341476,453.46,67.45
38341299,654.57,43.98
38341302,645.52,32.13
38341417,362.93,44.14
38341418,54.71,35.53
38341619,262.23,82.5
38341597,873.57,43.87
38341598,819.99,41.01
38341599,758.87,71.8
38341600,966.1,58.22
38341536,732.77,28.97
38341537,776.25,110.04
38341533,505.14,37.72
38341535,585.13,9.93
38341540,289.47,19.05
38341416,193.16,34.43
38341534,779.82,30.02
38341528,863.54,60.82
38341529,585.51,44.29
38341539,1203.07,115.77
38341541,685.65,41.9
38341530,270.13,19.86
38341531,424.91,57.46
38341532,666.44,29.84
38341538,493.03,24.4
38341569,552.91,61.68
38341588,204.97,79.86
38341589,672.49,119.07
38341591,500.24,81.96
38341592,864.99,109.38
38341722,489.54,67.69
38341568,219.09,111.2
38341463,379.21,42.59
38341464,464.63,51.97
38341478,127.85,81.66
38341567,382.67,98.99
38341351,285.43,60.58
38341352,285.43,60.58
38341353,285.43,60.58
38341356,65.51,9.1
38341354,122.25,46.9
38341355,698.91,34.58
38341358,307.78,30.97
38341359,593.93,64.35
38341360,411.23,48.06
38341617,269.81,93.24
38341488,141.25,60.56
38341493,1020.15,43.55
38341496,416.45,92.07
38341361,898.85,51.49
38341362,726.9,54.89
38341363,523.26,38.92
38341364,982.14,52.75
38341596,1397.18,97.64
38341594,1397.18,97.64
38341554,335.41,82.47
38341357,333.93,31.57
38341601,838.08,34.32
38341605,442.41,56.04
38341606,278.0,48.37
38341154,333.51,99.07
38341156,309.64,90.82
38341155,305.01,82.52
38341157,345.04,79.81
38341497,867.66,83.77
38341498,82.96,151.83
38341731,295.63,32.09
38341677,155.24,43.96
38341679,265.68,59.75
38341560,176.52,89.73
38341563,678.04,132.93
38341564,201.32,90.12
38341559,305.04,56.8
38341557,253.05,104.88
38341558,625.3,64.82
38341555,836.66,103.23
38341566,167.26,60.85
38341556,574.76,100.79
38341682,769.39,98.46
38341686,964.86,130.51
38341683,964.86,130.51
38341684,671.3,47.24
38341687,353.2,22.49
38341685,353.2,22.49
38341562,644.56,141.26
38341565,275.62,103.13
38341680,112.12,33.6
38341577,375.24,153.74
38341561,534.86,100.14
38341570,1052.66,153.76
38341670,1023.6,78.83
38341672,1551.33,87.51
38341671,1551.33,87.51
38341673,723.8,82.0
38341579,208.59,102.48
38341664,729.19,46.52
38341675,671.65,94.87
38341674,671.65,94.87
38341469,473.29,75.89
38341434,508.78,301.33
38341573,1014.32,111.47
38341432,658.77,157.65
38341666,1176.48,96.54
38341665,1176.48,96.54
38341667,705.65,59.8
38341669,1215.68,106.48
38341668,1215.68,106.48
38341471,427.17,96.76
38341681,276.77,70.5
38341688,511.85,46.45
38341692,333.92,19.0
38341689,333.92,19.0
38341690,647.09,62.88
38341693,1043.57,82.15
38341691,1043.57,82.15
38341433,923.08,113.66
38341574,585.76,102.49
38341678,45.44,24.31
38341575,994.21,108.79
38341582,356.1,171.07
38341581,132.59,111.87
38341613,412.94,75.11
38341614,420.79,75.09
38341615,358.09,72.88
38341616,381.54,51.98
38341676,161.11,61.68
38341778,285.77,42.86
38341777,490.87,94.92
38341776,490.87,94.92
38341454,740.1,138.01
38341452,549.27,186.73
38341455,822.82,168.91
38341456,822.82,168.91
38341436,800.51,90.37
38341576,1083.18,122.83
38341753,387.09,60.67
38341755,488.05,90.67
38341754,488.05,90.67
38341603,1051.8,55.97
38341604,406.74,22.21
38341602,1163.16,76.58
38341571,299.4,34.57
38341752,559.95,140.44
38341751,559.95,140.44
38341756,360.27,61.42
38341780,637.48,147.2
38341779,637.48,147.2
38341572,562.11,126.64
38341160,869.37,16.22
38341580,222.42,78.77
38341578,378.45,108.04
38341520,0.0,0.0
38341517,0.0,0.0
38341516,0.0,0.0
38341631,598.76,112.26
38341632,598.76,112.26
38341636,199.71,47.64
38341635,331.68,195.8
38341637,331.68,195.8
38341970,1809.18,934.75
38341971,1809.18,934.75
38341972,1809.18,934.75
38341973,1809.18,934.75
38341622,1809.18,934.75
38341623,1809.18,934.75
38341624,1809.18,934.75
38341625,1809.18,934.75
38341639,1042.98,94.97
38341641,525.7,272.02
38341642,525.7,272.02
38341518,0.0,0.0
38341515,0.0,0.0
38341514,0.0,0.0
38341629,346.73,62.18
38341633,534.52,119.99
38341634,534.52,119.99
38341643,316.91,58.03
38341654,389.91,112.83
38341435,861.6,98.73
38341662,815.21,235.59
38341663,815.21,235.59
38341626,314.4,40.9
38341627,184.36,169.18
38341651,269.49,29.97
38341628,651.76,121.01
38341653,268.58,69.58
38341638,514.83,94.1
38341630,514.83,94.1
38341661,546.68,150.43
38341652,546.68,150.43
38341640,84.16,44.46
38341657,125.27,87.73
38341655,479.38,213.12
38341656,479.38,213.12
38341658,255.59,53.68
38341733,1211.87,27.22
38341732,645.48,21.07
38341721,174.46,55.59
38341702,656.82,75.63
38341704,925.24,67.55
38341705,0.0,0.0
38341714,0.0,0.0
38341644,96.73,121.89
38341707,712.7,76.86
38341706,586.89,75.02
38341734,1151.92,27.79
38341725,0.0,0.0
38341717,174.91,41.19
38341336,267.08,58.13
38341337,350.14,44.98
38341338,423.93,47.86
38341472,614.68,93.86
38341787,32.38,73.95
38341788,123.56,85.1
38341724,0.0,0.0
38341785,383.62,101.6
38341786,324.51,140.15
38341783,501.16,214.07
38341784,55.95,67.77
38341801,544.57,108.54
38341802,534.07,181.88
38341804,611.77,171.29
38341769,338.31,183.07
38341768,455.35,90.94
38341695,501.2,101.19
38341699,501.2,101.19
38341800,601.22,120.19
38341730,829.76,61.66
38341772,260.88,97.62
38341773,118.37,95.15
38341765,553.22,115.23
38341771,387.5,102.42
38341782,385.12,84.12
38341766,91.38,65.17
38341767,154.18,187.79
38341700,678.54,170.11
38341701,678.54,170.11
38341696,678.54,170.11
38341774,412.66,102.04
38341729,330.6,55.37
38341727,639.05,76.89
38341803,488.73,126.26
38341737,571.48,89.4
38341736,613.6,111.93
38341770,13.16,38.02
38341325,950.01,115.01
38341323,777.62,151.55
38341324,343.7,109.41
38341793,532.57,76.7
38341792,894.08,90.42
38341744,139.83,38.74
38341790,435.86,67.95
38341811,0.0,0.0
38341735,488.57,40.48
38341805,425.34,68.53
38341807,365.61,77.94
38341806,806.86,73.47
38341808,585.08,92.43
38341745,182.51,52.96
38341854,415.64,109.02
38341855,366.83,85.05
38341856,701.36,70.66
38341757,667.16,60.82
38341758,607.24,70.73
38341868,245.88,32.54
38341791,727.2,62.85
38341759,504.18,69.3
38341761,853.32,86.01
38341763,343.72,50.04
38341749,913.86,82.64
38341750,467.7,170.98
38341810,161.24,99.2
38341857,488.9,103.65
38341858,837.76,78.66
38341809,185.36,124.13
38341821,444.19,85.22
38341823,715.58,119.52
38341822,715.58,119.52
38341824,570.95,108.1
38341826,737.7,145.43
38341825,737.7,145.43
38341827,349.36,72.25
38341760,1019.56,155.3
38341832,1283.56,221.06
38341831,1283.56,221.06
38341828,823.02,216.81
38341835,823.02,216.81
38341829,823.02,216.81
38341834,823.02,216.81
38341830,702.52,140.04
38341833,544.16,133.91
38341719,198.48,58.64
38341720,136.03,55.52
38341718,70.2,42.71
38341813,223.44,150.01
38341814,209.93,136.77
38341976,0.0,0.0
38341977,0.0,0.0
38341716,150.41,43.23
38341939,1075.53,104.65
38341941,1409.15,139.76
38341940,1409.15,139.76
38341812,171.62,101.93
38341944,1227.58,168.64
38341943,1227.58,168.64
38341942,1239.55,112.74
38341798,786.1,215.46
38341799,489.49,166.35
38341796,467.7,144.65
38341797,844.18,175.03
38341991,653.06,124.81
38341993,432.58,91.62
38342027,745.29,98.21
38341992,608.08,116.9
38341844,2654.55,530.28
38341843,2654.55,530.28
38341847,2597.78,524.51
38341846,2597.78,524.51
38341848,1717.43,245.76
38342029,797.35,180.77
38342028,797.35,180.77
38341850,2388.99,665.99
38341849,2388.99,665.99
38342091,1015.77,207.34
38341838,2332.64,461.58
38341837,2332.64,461.58
38341841,2661.3,527.26
38341840,2661.3,527.26
38341845,1645.16,238.4
38341794,466.58,127.84
38341931,1009.35,290.16
38341934,1009.35,290.16
38341930,1009.35,290.16
38341937,435.01,87.93
38341795,740.7,167.49
38342094,1120.74,99.79
38342030,738.12,128.08
38341936,729.32,176.51
38341935,729.32,176.51
38342095,1975.05,216.22
38342096,1975.05,216.22
38342093,1709.86,236.21
38342092,1709.86,236.21
38341902,0.0,0.0
38341903,0.0,0.0
38341904,0.0,0.0
38341870,513.47,171.1
38341871,187.23,56.61
38341836,1149.8,241.37
38341867,626.87,164.44
38341839,1550.82,264.03
38341842,1532.01,228.83
38341865,616.08,93.0
38341910,577.6,112.62
38341907,659.57,100.37
38341917,679.16,129.28
38341915,434.4,79.49
38341908,737.89,56.51
38341909,435.68,234.55
38341918,309.47,105.39
38341914,642.97,105.4
38341983,647.34,571.51
38341982,478.58,415.48
38341916,255.47,129.17
38341985,617.69,452.43
38341984,610.44,387.14
38341986,541.75,376.98
38342133,0.0,0.0
38342038,489.45,528.48
38342041,500.05,447.18
38342039,440.88,458.46
38342040,135.12,88.66
38342046,381.49,402.48
38342048,414.71,446.66
38342044,451.59,398.89
38342045,524.4,495.9
38342042,123.73,83.53
38341980,495.68,435.16
38341979,507.49,419.25
38342009,0.0,0.0
38342015,0.0,0.0
38342018,206.97,219.77
38342016,301.13,302.89
38341927,420.79,382.53
38341928,420.79,382.53
38341929,420.79,382.53
38341981,463.97,389.0
38342047,607.99,409.52
38341926,566.61,368.97
38341905,0.0,0.0
38341906,0.0,0.0
38341938,330.1,106.18
38342017,56.65,56.04
38342043,574.09,434.82
38342010,0.0,0.0
38342014,0.0,0.0
38342019,234.68,277.07
38341762,0.0,0.0
38341764,0.0,0.0
38342012,0.0,0.0
38342011,0.0,0.0
38342020,0.0,0.0
38341728,784.65,62.15
38342088,237.15,79.92
38341922,693.75,150.63
38342089,367.96,115.24
38341921,966.32,364.83
38342007,582.8,287.26
38342008,537.01,293.68
38342013,0.0,0.0
38341924,768.57,319.13
38341925,854.07,181.89
38341967,534.04,431.36
38341968,534.04,431.36
38341966,283.49,188.49
38341969,287.44,244.1
38342131,636.09,583.16
38342130,636.09,583.16
38342123,96.21,86.99
38342128,359.12,344.45
38342127,359.12,344.45
38342126,100.1,95.12
38342125,152.53,131.41
38342124,152.53,131.41
38342006,150.58,116.38
38341998,44.43,40.86
38341997,185.93,160.25
38341999,197.02,170.67
38342005,154.58,125.73
38342003,106.99,84.18
38342066,156.88,134.07
38342004,133.07,97.75
38342002,145.48,118.51
38342000,103.35,83.03
38342069,55.38,102.21
38342122,84.04,110.13
38342121,84.04,110.13
38342065,275.68,234.09
38342064,275.68,234.09
38341923,492.68,314.4
38342129,478.47,526.58
38342132,739.85,366.15
38342068,228.26,250.88
38342067,228.26,250.88
38342001,89.72,70.55
38342075,851.86,634.82
38342074,851.86,634.82
38342073,851.86,634.82
38342141,837.69,469.77
38342071,837.69,469.77
38342070,837.69,469.77
38341953,0.0,0.0
38342090,1104.97,863.96
38341956,0.0,0.0
38341954,0.0,0.0
38341947,732.1,152.45
38341948,657.05,117.36
38341949,619.09,186.02
38341946,665.57,180.43
38341962,0.0,0.0
38342163,410.6,249.34
38341964,0.0,0.0
38341945,777.66,154.73
38342149,0.0,0.0
38341975,135.02,120.38
38342162,647.52,276.82
38341994,0.0,0.0
38341958,0.0,0.0
38341955,0.0,0.0
38341959,0.0,0.0
38342080,77.89,66.23
38342079,77.89,66.23
38342077,62.77,60.55
38342076,62.77,60.55
38342142,94.86,135.36
38342081,0.0,0.0
38341961,0.0,0.0
38342151,0.0,0.0
38342150,0.0,0.0
38342152,0.0,0.0
38342154,7.01,19.52
38342153,7.01,19.52
38342083,0.0,0.0
38342082,0.0,0.0
38341960,0.0,0.0
38341963,0.0,0.0
38341952,0.0,0.0
38341965,0.0,0.0
38342166,0.0,0.0
38342165,0.0,0.0
38342084,0.0,0.0
38342086,0.0,0.0
38342085,0.0,0.0
38341957,4.9,25.53
38342164,0.0,0.0
38341974,76.43,78.0
38341978,52.04,91.26
38342078,87.29,68.95
38342072,309.31,240.51
38342167,0.0,0.0
38342169,0.0,0.0
38342168,0.0,0.0
38341951,0.0,0.0
38341775,0.0,0.0
38341815,0.0,0.0
38341889,0.0,0.0
38341888,0.0,0.0
38342087,0.0,0.0
38341887,0.0,0.0
38342031,0.0,0.0
38342049,185.92,158.76
38341892,0.0,0.0
38341893,0.0,0.0
38341897,0.0,0.0
38341896,0.0,0.0
38341895,0.0,0.0
38341894,0.0,0.0
38342184,0.0,0.0
38342208,0.0,0.0
31700299,7.73,3.01
31732087,7.73,3.01
31780717,7.28,2.82
31700388,7.28,2.82
31700304,2.05,0.8
31700297,8.42,3.26
31732084,8.42,3.26
31700300,3.64,1.41
31700060,1.14,0.2
31700384,8.64,3.36
31732085,8.64,3.36
31710061,2.05,0.8
31710064,2.27,0.88
31710063,3.64,1.41
31710062,0.01,0.02
31710075,0.0,0.0
31710204,0.0,0.0
31710069,5.92,2.3
31732086,5.92,2.3
31710096,0.34,0.32
31732008,0.34,0.32
31710201,0.66,0.24
31732010,0.66,0.24
31710202,0.27,0.09
31732027,0.27,0.09
31710207,0.0,0.03
31732016,0.0,0.03
31732040,0.0,0.03
31732042,0.0,0.03
31710210,0.0,0.0
31732026,0.0,0.0
31710208,0.0,0.0
31732009,0.0,0.0
31710217,0.0,0.0
31710220,0.0,0.0
31710256,0.0,0.0
31710212,0.0,0.0
31710218,0.0,0.0
31710279,0.0,0.0
31732045,0.0,0.0
31732065,0.0,0.0
31710224,0.0,0.0
31732044,0.0,0.0
31710227,0.0,0.0
31710211,0.3,0.33
31732033,0.3,0.33
31710231,0.0,0.0
31720093,0.0,0.38
31731986,0.0,0.38
31732291,0.0,0.38
31732397,0.0,0.38
31720095,0.37,0.57
31732031,0.37,0.57
31710248,0.0,0.41
31732013,0.0,0.41
31733977,0.0,0.41
31710240,0.0,0.0
31710254,0.0,1.08
31710257,0.0,0.0
31710259,0.0,0.0
31710270,0.0,0.0
31710263,0.0,0.0
31733186,0.0,0.0
31710269,0.0,0.0
31732763,0.0,0.0
31732830,0.0,0.0
31710273,0.0,0.0
31710275,0.0,0.0
31732382,0.0,0.0
31732554,0.0,0.0
31710277,0.0,0.0
31732014,0.0,0.0
31710281,0.01,0.03
31732006,0.01,0.03
31732057,0.01,0.03
31732062,0.01,0.03
31710295,0.0,0.0
31710299,0.0,0.0
31710300,0.0,0.0
31732731,0.0,0.0
31710298,0.0,0.0
31730014,0.0,0.0
31732328,0.0,0.0
31730021,0.0,0.0
31732030,0.0,0.0
31730569,0.0,0.0
31730586,0.0,0.0
31730616,0.0,0.0
31730693,0.0,2.17
31730692,0.0,2.17
31730749,0.0,0.0
31730762,0.0,0.0
31730798,0.0,0.0
31730800,0.0,0.0
31730801,0.0,0.0
31730807,0.0,0.0
31730929,0.0,0.0
31710268,0.0,0.0
31731311,0.0,0.0
31731113,0.0,0.0
31731600,0.0,6.59
31731599,0.0,6.59
31731634,0.0,6.59
31731955,0.0,6.59
31734750,0.0,6.59
32901055,0.43,1.06
32901049,0.43,1.06
32901047,0.43,1.06
32901044,0.43,1.06
32901039,0.43,1.06
32900891,0.0,0.0
32901071,0.43,1.06
32901081,0.43,1.06
32901513,0.43,1.06
32901045,0.0,0.0
32901084,0.0,0.0
32901025,0.0,0.0
32932463,0.0,0.0
32901070,0.0,0.0
32901078,0.0,0.0
32932222,0.0,0.0
32901381,0.0,0.0
32932223,0.0,0.0
32932466,0.0,0.0
32901080,0.0,0.0
32932224,0.0,0.0
32900895,0.0,0.0
32932176,0.0,0.0
32932462,0.0,0.0
32932460,0.0,0.0
32900985,0.0,0.0
32932464,0.0,0.0
32901030,0.0,0.0
32901029,0.0,0.0
32932465,0.0,0.0
32910437,0.0,0.0
32900916,0.0,0.0
32900896,0.0,0.0
32901592,0.0,0.0
32901594,0.0,0.0
32901559,0.0,0.0
32910003,0.0,0.0
32901593,0.0,0.0
32901602,0.0,0.0
32901568,0.0,0.0
32901569,0.0,0.0
32901570,0.0,0.0
32901572,0.0,0.0
32901573,0.0,0.0
32901574,0.0,0.0
32901575,0.0,0.0
32901580,0.0,0.0
32901576,0.0,0.0
32901577,0.0,0.0
32901578,0.0,0.0
32901579,0.0,0.0
32930293,0.0,0.0
32930291,0.0,0.0
32930789,0.0,0.0
32931028,0.0,0.0
32931109,0.0,0.0
32901079,0.0,0.0
31731956,0.0,0.0
31731972,0.0,0.0
31731985,0.0,0.0
31731995,0.0,0.0
31732001,0.0,0.0
31732002,0.0,0.0
31732011,0.0,0.0
31732005,1.18,1.09
31732023,0.79,1.1
31732017,0.0,0.0
31732032,0.0,2.9
31732028,0.0,0.0
31732051,0.0,0.0
31732054,0.0,0.0
31732061,0.0,0.0
31732060,0.0,0.0
31732059,0.0,0.0
31732070,0.0,0.0
31732088,0.0,0.0
31732072,0.0,0.0
31732078,0.0,0.0
31732081,0.0,0.0
31732141,0.0,0.0
38301487,1119.45,785.29
38301479,1119.45,785.29
38301491,1119.45,785.29
38301110,1119.45,785.29
38301489,1119.45,785.29
38301536,1119.45,785.29
38301693,1119.45,785.29
38300175,1119.45,785.29
38301331,1119.45,785.29
38301273,1119.45,785.29
38301276,1119.45,785.29
38301488,1119.45,785.29
38301760,1119.45,785.29
38300691,1119.45,785.29
38300690,1119.45,785.29
38300881,1119.45,785.29
38300880,1119.45,785.29
38301669,1119.45,785.29
38301666,1119.45,785.29
38301667,1119.45,785.29
38301665,1119.45,785.29
38301419,1119.45,785.29
38300109,1119.45,785.29
38301278,1119.45,785.29
38301277,1119.45,785.29
38301481,1119.45,785.29
38301274,1119.45,785.29
38300896,1119.45,785.29
38300895,1119.45,785.29
38301480,1119.45,785.29
38301485,1119.45,785.29
38301396,1119.45,785.29
38300461,1119.45,785.29
38300462,1119.45,785.29
38300463,1119.45,785.29
38300783,1119.45,785.29
38300790,1119.45,785.29
38300144,1119.45,785.29
38301662,1119.45,785.29
38301420,1119.45,785.29
38301423,1119.45,785.29
38301303,1119.45,785.29
38301307,1119.45,785.29
32900217,0.0,0.0
32900216,0.0,0.0
32900215,0.0,0.0
32900214,0.0,0.0
32930798,0.0,0.0
31732139,0.0,0.0
31732093,0.0,0.0
31732089,0.0,0.0
31732140,0.0,0.0
31732159,0.0,0.0
31732211,0.0,0.0
31732319,0.0,0.0
38300789,1119.45,785.29
38300668,1119.45,785.29
38301483,1119.45,785.29
38300793,1119.45,785.29
38300787,1119.45,785.29
38301764,1119.45,785.29
38301763,1119.45,785.29
38301758,1119.45,785.29
38301399,1119.45,785.29
38301751,1119.45,785.29
38301560,1119.45,785.29
38301558,1119.45,785.29
38300822,1119.45,785.29
38300821,1119.45,785.29
38300122,1119.45,785.29
38301304,1119.45,785.29
38301309,1119.45,785.29
38301462,1119.45,785.29
38301305,1119.45,785.29
38301351,1119.45,785.29
38301350,1119.45,785.29
38301102,1119.45,785.29
38301755,1119.45,785.29
38300785,1119.45,785.29
38300796,1119.45,785.29
38300791,1119.45,785.29
38300794,1119.45,785.29
38301306,1119.45,785.29
38301312,1119.45,785.29
38301313,1119.45,785.29
38301091,1119.45,785.29
38301316,1119.45,785.29
38331749,1119.45,785.29
38332110,1119.45,785.29
38332292,1119.45,785.29
38334005,1119.45,785.29
38334639,1119.45,785.29
38334769,1119.45,785.29
38334610,1119.45,785.29
38335297,1119.45,785.29
38335501,1119.45,785.29
38334895,1119.45,785.29
38334853,1119.45,785.29
38335437,1119.45,785.29
38335298,1119.45,785.29
38335220,1119.45,785.29
38334852,1119.45,785.29
38335436,1119.45,785.29
38335299,1119.45,785.29
38335364,1119.45,785.29
38336241,1119.45,785.29
38336240,1119.45,785.29
38334851,1119.45,785.29
38334827,1119.45,785.29
38334378,1119.45,785.29
38334369,1119.45,785.29
38334527,1119.45,785.29
38334850,1119.45,785.29
38334949,1119.45,785.29
38334952,1119.45,785.29
38334529,1119.45,785.29
38334585,1119.45,785.29
38334586,1119.45,785.29
38334413,1119.45,785.29
38334482,1119.45,785.29
38334547,1119.45,785.29
38334590,1119.45,785.29
38334889,1119.45,785.29
38335216,1119.45,785.29
38334890,1119.45,785.29
38334794,1119.45,785.29
38334948,1119.45,785.29
38334923,1119.45,785.29
38334849,1119.45,785.29
38335429,1119.45,785.29
38334483,1119.45,785.29
38334569,1119.45,785.29
38334856,1119.45,785.29
38334568,1119.45,785.29
38334575,1119.45,785.29
38334576,1119.45,785.29
38334608,1119.45,785.29
38334855,1119.45,785.29
38334433,1119.45,785.29
38334437,1119.45,785.29
38334615,1119.45,785.29
38334640,1119.45,785.29
38334945,1119.45,785.29
38335012,1119.45,785.29
38334479,1119.45,785.29
38334560,1119.45,785.29
38335215,1119.45,785.29
38334443,1119.45,785.29
38334621,1119.45,785.29
38334627,1119.45,785.29
38334667,1119.45,785.29
38334596,1119.45,785.29
